day,maximum_fare,minimum_fare,avg_fare,std_dev_fare,rides
2015-08-18,420014.00,0.00,1278.23,2044.20,70527
2015-08-19,921465.00,0.00,1333.44,3666.86,74848
2015-08-20,910000.00,0.00,1317.81,3842.65,77992
2015-08-21,900114.00,0.00,1291.18,4552.79,85512
2015-08-22,430014.00,0.00,1141.88,1826.33,78066
2015-08-23,160006.00,0.00,1332.96,1426.44,62670
2015-08-24,667305.00,0.00,1442.90,6787.90,60208
2015-08-25,700052.00,0.00,1282.23,3106.88,61547
2015-08-26,70145.00,0.00,1268.59,1227.29,66107
2015-08-27,180008.00,0.00,1302.11,1445.81,72215
2015-08-28,88888.00,0.00,1232.13,1160.66,76736
2015-08-29,58639.00,0.00,1095.02,918.78,71780
2015-08-30,490014.00,0.00,1331.35,2370.13,58779
2015-08-31,88888.00,0.00,1368.87,1408.54,56884
2015-09-01,100314.00,0.00,1248.73,1300.48,63195
2015-09-02,563606.00,0.00,1239.78,2723.42,67289
2015-09-03,877777.00,0.00,1287.30,3451.47,73796
2015-09-04,36285.00,0.00,1268.28,1131.22,74449
2015-09-05,300054.00,0.00,1119.98,1469.36,70090
2015-09-06,99999.00,0.00,1140.76,1277.97,70472
2015-09-07,80000.00,0.00,1459.63,1363.46,45493
2015-09-08,670021.00,0.00,1354.56,2967.38,62323
2015-09-09,460012.00,0.00,1325.66,2283.48,64361
2015-09-10,250009.00,0.00,1287.05,1805.74,74181
2015-09-11,575414.00,0.00,1311.52,3254.52,84626
2015-09-12,400104.00,0.00,1149.99,1740.68,77074
2015-09-13,160008.00,0.00,1344.37,1387.58,65961
2015-09-14,800344.00,0.00,1458.07,4046.43,64321
2015-09-15,32135.00,0.00,1366.23,1222.91,71004
2015-09-16,700146.00,0.00,1423.03,3779.44,77314
2015-09-17,620016.00,0.00,1394.42,2883.93,82106
2015-09-18,550014.00,0.00,1334.35,2214.46,91326
2015-09-19,666666.00,0.00,1241.17,2594.54,80148
2015-09-20,404040.00,0.00,1422.88,3489.61,68942
2015-09-21,300036.00,0.00,1425.84,1809.31,62400
2015-09-22,99999.00,0.00,1300.79,1326.00,64117
2015-09-23,320011.00,0.00,1330.19,1738.55,64854
2015-09-24,550014.00,0.00,1333.38,2356.62,72465
2015-09-25,900078.00,0.00,1320.92,3371.16,82470
2015-09-26,253807.00,0.00,1190.96,1456.55,77905
2015-09-27,62001.00,0.00,1373.47,1177.53,67876
2015-09-28,989898.00,0.00,1387.04,4072.62,71165
2015-09-29,500152.00,0.00,1281.59,2260.17,78296
2015-09-30,300356.00,0.00,1373.97,1822.74,75573
2015-10-01,960042.00,0.00,1344.29,4007.97,77333
2015-10-02,900054.00,0.00,1284.21,3393.66,82182
2015-10-03,591449.00,0.00,1149.40,2381.18,75555
2015-10-04,600046.00,0.00,1375.29,3009.68,64160
2015-10-05,900168.00,0.00,1396.24,4295.01,66157
2015-10-06,800386.00,0.00,1315.05,3467.64,69589
2015-10-07,680037.00,0.00,1338.73,2820.58,77418
2015-10-08,550018.00,0.00,1344.82,2691.06,64966
2015-10-09,693641.00,0.00,1322.85,2713.44,81903
2015-10-10,99999.00,0.00,1172.14,1237.51,73226
2015-10-11,150007.00,0.00,1315.18,1455.19,62790
2015-10-12,390067.00,0.00,1483.17,2014.41,63739
2015-10-13,200130.00,0.00,1325.93,1443.04,75918
2015-10-14,811071.00,0.00,1351.49,3659.80,76121
2015-10-15,430014.00,0.00,1325.77,1929.88,81754
2015-10-16,440014.00,0.00,1333.18,2012.59,90609
2015-10-17,150006.00,0.00,1182.95,1157.95,78711
2015-10-18,99999.00,0.00,1382.57,1378.04,64140
2015-10-19,360013.00,0.00,1378.93,1886.36,66881
2015-10-20,420014.00,0.00,1320.63,2352.36,74083
2015-10-21,99999.00,0.00,1430.00,1347.26,75437
2015-10-22,900274.00,0.00,1419.28,5672.09,76004
2015-10-23,860046.00,0.00,1315.84,4069.55,84456
2015-10-24,99999.00,0.00,1168.77,1227.45,73557
2015-10-25,920056.00,0.00,1384.21,3979.95,61058
2015-10-26,600136.00,0.00,1398.96,2703.42,64669
2015-10-27,99999.00,0.00,1315.71,1290.25,71301
2015-10-28,590027.00,0.00,1339.35,2551.47,71687
2015-10-29,600574.00,0.00,1303.83,2494.07,75710
2015-10-30,99999.00,0.00,1254.05,1221.59,78411
2015-10-31,40000.00,0.00,1082.82,917.22,72558
2015-11-01,33145.00,0.00,1281.31,1088.36,73134
2015-11-02,99999.00,0.00,1381.45,1526.30,61780
2015-11-03,398944.00,0.00,1322.93,2379.40,66031
2015-11-04,500060.00,0.00,1335.73,2399.56,70849
2015-11-05,99999.00,0.00,1323.35,1304.73,76407
2015-11-06,99999.00,0.00,1256.23,1187.39,84532
2015-11-07,800058.00,0.00,1138.06,3480.53,74029
2015-11-08,78090.00,0.00,1370.38,1268.45,63037
2015-11-09,390012.00,0.00,1402.46,2132.04,66209
2015-11-10,700180.00,0.00,1306.19,2893.01,69497
2015-11-11,500078.00,0.00,1316.51,2261.99,69002
2015-11-12,320013.00,0.00,1331.07,1694.34,81271
2015-11-13,700422.00,0.00,1269.32,2742.39,81891
2015-11-14,550034.00,0.00,1133.89,2396.08,66307
2015-11-15,800388.00,0.00,1419.97,4670.65,56426
2015-11-16,900387.00,0.00,1508.56,8280.54,64288
2015-11-17,900121.00,0.00,1329.89,5771.05,73668
2015-11-18,800384.00,0.00,1369.62,7605.69,74508
2015-11-19,880043.00,0.00,1311.01,3325.50,80940
2015-11-20,700366.00,0.00,1286.28,5703.58,82547
2015-11-21,120006.00,0.00,1068.53,1170.08,72009
2015-11-22,900384.00,0.00,1278.48,4033.57,58774
2015-11-23,900056.00,0.00,1248.78,7002.80,57214
2015-11-24,99999.00,0.00,1153.94,1169.50,57614
2015-11-25,165205.00,0.00,1167.55,1599.70,49803
2015-11-26,54804.00,0.00,1175.23,1106.83,30783
2015-11-27,77716.00,0.00,1125.82,1233.42,42024
2015-11-28,600512.00,0.00,1280.63,4335.19,55948
2015-11-29,700616.00,0.00,1455.96,6213.69,51585
2015-11-30,90000.00,0.00,1285.19,1237.13,71999
2015-12-01,99999.00,0.00,1207.47,1245.40,74935
2015-12-02,110006.00,0.00,1233.08,1287.61,79224
2015-12-03,96000.00,0.00,1261.18,1198.95,84954
2015-12-04,180007.00,0.00,1204.20,1508.25,88358
2015-12-05,99999.00,0.00,1065.93,1133.19,75974
2015-12-06,99999.00,0.00,1218.55,1237.92,59529
2015-12-07,99999.00,0.00,1282.94,1283.15,60662
2015-12-08,800084.00,0.00,1255.57,5708.23,64136
2015-12-09,100006.00,0.00,1229.33,1369.57,68116
2015-12-10,620016.00,0.00,1223.93,2483.50,78838
2015-12-11,112145.00,0.00,1170.49,1127.18,87085
2015-12-12,21925.00,0.00,1053.30,832.22,75474
2015-12-13,220009.00,0.00,1185.93,1400.15,60262
2015-12-14,700170.00,0.00,1264.47,5071.86,63281
2015-12-15,900340.00,0.00,1254.46,8083.28,67653
2015-12-16,900984.00,0.00,1232.93,6836.17,75333
2015-12-17,100116.00,0.00,1120.88,1150.99,85272
2015-12-18,800144.00,0.00,1115.20,4123.67,92001
2015-12-19,800266.00,0.00,1076.45,6479.65,73345
2015-12-20,900066.00,0.00,1187.76,7907.48,52557
2015-12-21,800054.00,0.00,1146.43,7143.42,57938
2015-12-22,900056.00,0.00,1120.53,6946.62,58089
2015-12-23,900062.00,0.00,1287.65,12001.42,52233
2015-12-24,900071.00,0.00,1242.20,10407.15,32477
2015-12-25,20600.00,0.00,1294.74,1205.74,14577
2015-12-26,900056.00,0.00,1302.64,10449.02,29728
2015-12-27,900342.00,0.00,1359.99,8981.44,37837
2015-12-28,900064.00,0.00,1442.00,15323.73,51673
2015-12-29,700060.00,0.00,1227.73,5686.51,49908
2015-12-30,900060.00,0.00,1199.06,6822.55,55627
2015-12-31,900070.00,0.00,1143.37,8298.29,64899
2016-01-01,800054.00,0.00,1158.24,5269.88,65468
2016-01-02,900229.00,0.00,1391.55,10445.71,46554
2016-01-03,800050.00,0.00,1650.03,9268.56,39405
2016-01-04,900090.00,0.00,1454.80,6638.66,46134
2016-01-05,650022.00,0.00,1317.51,3287.98,49066
2016-01-06,99999.00,0.00,1283.59,1542.17,51924
2016-01-07,99999.00,0.00,1315.89,1446.41,54296
2016-01-08,300122.00,0.00,1242.68,1824.04,63715
2016-01-09,96654.00,0.00,1132.73,1125.82,50970
2016-01-10,89550.00,0.00,1366.26,1398.22,43192
2016-01-11,896666.00,0.00,1412.78,4075.39,56496
2016-01-12,700046.00,0.00,1333.50,3366.28,59944
2016-01-13,99999.00,0.00,1296.07,1382.55,62621
2016-01-14,139750.00,0.00,1376.22,1519.92,60952
2016-01-15,111111.00,0.00,1300.21,1350.30,68618
2016-01-16,90000.00,0.00,1141.78,1089.54,57084
2016-01-17,105400.00,0.00,1237.26,1267.60,50666
2016-01-18,50011.00,0.00,1469.83,1493.18,45054
2016-01-19,99999.00,0.00,1331.17,1430.54,59385
2016-01-20,99999.00,0.00,1329.90,1459.26,61428
2016-01-21,90000.00,0.00,1360.10,1425.09,64436
2016-01-22,900057.00,0.00,1303.19,3743.22,68069
2016-01-23,80000.00,0.00,1161.02,1133.64,53756
2016-01-24,114663.00,0.00,1332.49,1470.11,43649
2016-01-25,700057.00,0.00,1436.13,3422.13,52918
2016-01-26,88888.00,0.00,1330.08,1377.18,55360
2016-01-27,74265.00,0.00,1328.18,1334.70,57457
2016-01-28,99999.00,0.00,1347.16,1414.10,61741
2016-01-29,100447.00,0.00,1278.15,1384.78,65695
2016-01-30,77396.00,0.00,1159.88,1058.81,49861
2016-01-31,99999.00,0.00,1394.05,1419.11,40960
2016-02-01,85000.00,0.00,1423.32,1578.29,47585
2016-02-02,80000.00,0.00,1234.34,1274.60,59416
2016-02-03,62458.00,0.00,1316.14,1325.45,56495
2016-02-04,50450.00,0.00,1334.00,1320.68,61623
2016-02-05,99999.00,0.00,1283.66,1469.37,62806
2016-02-06,45000.00,0.00,1168.83,1067.29,50492
2016-02-07,100065.00,0.00,1389.66,1462.99,42222
2016-02-08,700117.00,0.00,1440.39,3337.57,53281
2016-02-09,89500.00,0.00,1300.96,1353.40,61316
2016-02-10,99999.00,0.00,1301.27,1475.97,65191
2016-02-11,90000.00,0.00,1316.14,1408.58,69843
2016-02-12,99999.00,0.00,1255.47,1339.67,75723
2016-02-13,53650.00,0.00,1130.62,1002.83,67914
2016-02-14,58200.00,0.00,1212.95,1164.65,57388
2016-02-15,62100.00,0.00,1523.23,1470.67,47834
2016-02-16,820361.00,0.00,1413.05,3709.44,58665
2016-02-17,99699.00,0.00,1319.13,1343.18,62914
2016-02-18,769000.00,0.00,1350.69,3261.11,67244
2016-02-19,53950.00,0.00,1335.62,1241.32,71713
2016-02-20,99999.00,0.00,1202.54,1278.81,64347
2016-02-21,820361.00,0.00,1408.05,3863.63,51774
2016-02-22,540016.00,0.00,1495.86,3434.27,53419
2016-02-23,69666.00,0.00,1368.12,1383.06,57566
2016-02-24,55575.00,0.00,1265.41,1315.19,64404
2016-02-25,85522.00,0.00,1438.60,1456.75,73615
2016-02-26,59350.00,0.00,1278.95,1211.29,78818
2016-02-27,869061.00,0.00,1234.25,3614.98,64271
2016-02-28,99999.00,0.00,1486.24,1635.68,48799
2016-02-29,77711.00,0.00,1430.88,1440.38,55537
2016-03-01,161532.00,0.00,1290.85,1506.18,61146
2016-03-02,50000.00,0.00,1377.67,1370.85,64012
2016-03-03,800095.00,0.00,1405.25,4030.50,70010
2016-03-04,99999.00,0.00,1370.24,1409.73,77180
2016-03-05,89900.00,0.00,1262.17,1318.87,63676
2016-03-06,188621.00,0.00,1454.29,1588.34,54788
2016-03-07,44152.00,0.00,1521.29,1461.92,59644
2016-03-08,973958.00,0.00,1490.94,4249.47,60172
2016-03-09,360014.00,0.00,1442.17,2118.19,60141
2016-03-10,666666.00,0.00,1394.02,2859.21,69062
2016-03-11,90050.00,0.00,1313.71,1296.45,77754
2016-03-12,530316.00,0.00,1224.47,2041.58,92207
2016-03-13,940024.00,0.00,1474.09,5310.55,57709
2016-03-14,86666.00,0.00,1470.65,1495.46,62029
2016-03-15,360014.00,0.00,1387.99,1981.50,62657
2016-03-16,900062.00,0.00,1458.61,7401.48,68329
2016-03-17,947621.00,0.00,1370.80,3736.01,74784
2016-03-18,881125.00,0.00,1309.53,3437.63,79909
2016-03-19,93225.00,0.00,1195.54,1106.44,65103
2016-03-20,200047.00,0.00,1427.50,1716.71,52039
2016-03-21,700075.00,0.00,1475.54,3348.65,53512
2016-03-22,600070.00,0.00,1397.24,4500.39,55400
2016-03-23,900044.00,0.00,1333.39,4454.70,64634
2016-03-24,700112.00,0.00,1325.90,2950.02,74535
2016-03-25,700058.00,0.00,1292.71,3071.15,66281
2016-03-26,27950.00,0.00,1156.70,992.38,55393
2016-03-27,775008.00,0.00,1506.23,4012.51,43391
2016-03-28,55554.00,0.00,1486.79,1476.83,49969
2016-03-29,200072.00,0.00,1349.45,1651.45,53642
2016-03-30,99999.00,0.00,1332.71,1478.96,62039
2016-03-31,77777.00,0.00,1368.24,1371.97,65186
2016-04-01,500082.00,0.00,1385.08,2234.13,77938
2016-04-02,559045.00,0.00,1237.63,2350.03,71796
2016-04-03,74000.00,0.00,1424.62,1354.98,58283
2016-04-04,65666.00,0.00,1506.44,1476.93,66628
2016-04-05,50000.00,0.00,1428.07,1424.99,64696
2016-04-06,88896.00,0.00,1369.35,1419.40,70986
2016-04-07,90975.00,0.00,1406.82,1444.56,74108
2016-04-08,20000.00,0.00,1314.16,1236.69,78843
2016-04-09,88888.00,0.00,1230.19,1126.96,66049
2016-04-10,90000.00,0.00,1519.28,1486.37,49337
2016-04-11,171184.00,0.00,1541.11,1685.30,57043
2016-04-12,83669.00,0.00,1410.40,1435.84,62004
2016-04-13,200070.00,0.00,1462.05,1838.76,66263
2016-04-14,99999.00,0.00,1451.35,1427.57,69430
2016-04-15,80000.00,0.00,1415.43,1397.11,75494
2016-04-16,77777.00,0.00,1307.57,1228.88,65315
2016-04-17,99999.00,0.00,1553.42,1479.88,53616
2016-04-18,710021.00,0.00,1562.78,3399.46,57102
2016-04-19,99999.00,0.00,1417.46,1430.22,65572
2016-04-20,700152.00,0.00,1445.74,3472.41,67959
2016-04-21,88888.00,0.00,1462.96,1503.94,65615
2016-04-22,99999.00,0.00,1340.14,1384.41,69364
2016-04-23,99999.00,0.00,1228.27,1236.53,54609
2016-04-24,500185.00,0.00,1538.65,2737.82,47166
2016-04-25,186025.00,0.00,1548.40,1737.28,51322
2016-04-26,99999.00,0.00,1375.89,1573.59,63788
2016-04-27,190013.00,0.00,1433.63,1686.00,68158
2016-04-28,600057.00,0.00,1435.80,2654.21,70527
2016-04-29,500060.00,0.00,1369.57,2244.34,75501
2016-04-30,60005.00,0.00,1200.61,1124.52,68788
2016-05-01,930045.00,0.00,1554.32,4412.77,50213
2016-05-02,748421.00,0.00,1546.44,3662.01,55306
2016-05-03,830045.00,0.00,1480.13,4088.83,58583
2016-05-04,999900.00,0.00,1471.40,4508.36,64730
2016-05-05,800077.00,0.00,1456.60,3712.94,70032
2016-05-06,800155.00,0.00,1418.38,3260.05,72904
2016-05-07,170240.00,0.00,1276.02,1316.56,61160
2016-05-08,20000.00,0.00,1555.03,1429.42,45936
2016-05-09,140011.00,0.00,1453.17,1625.69,63919
2016-05-10,600072.00,0.00,1387.18,3009.54,69311
2016-05-11,480027.00,0.00,1510.70,2792.80,69667
2016-05-12,900075.00,0.00,1502.79,3683.79,72645
2016-05-13,800100.00,0.00,1422.00,4026.53,78729
2016-05-14,800057.00,0.00,1287.80,3434.40,64294
2016-05-15,33300.00,0.00,1572.44,1456.57,51280
2016-05-16,780038.00,0.00,1605.52,3755.21,53445
2016-05-17,200102.00,0.00,1421.41,1680.71,61662
2016-05-18,490014.00,0.00,1513.37,3091.30,64735
2016-05-19,705113.00,0.00,1515.99,3120.67,68546
2016-05-20,514829.00,0.00,1472.08,2416.95,76131
2016-05-21,442780.00,0.00,1316.87,2151.18,67308
2016-05-22,444466.00,0.00,1509.19,2330.51,62632
2016-05-23,96875.00,0.00,1567.11,1569.83,66309
2016-05-24,70008.00,0.00,1507.97,1483.78,65488
2016-05-25,960048.00,0.00,1478.21,4645.84,65674
2016-05-26,99999.00,0.00,1528.34,1559.61,65802
2016-05-27,130011.00,0.00,1368.76,1423.56,67478
2016-05-28,113600.00,0.00,1248.18,1259.00,59235
2016-05-29,99999.00,0.00,1273.21,1245.88,56126
2016-05-30,55121.00,0.00,1568.58,1442.99,40304
2016-05-31,444444.00,0.00,1530.90,2739.59,55165
2016-06-01,99275.00,0.00,1468.29,1505.97,61017
2016-06-02,90000.00,0.00,1538.86,1584.52,69151
2016-06-03,33085.00,0.00,1432.08,1318.46,80004
2016-06-04,900117.00,0.00,1264.28,3774.36,65463
2016-06-05,900152.00,0.00,1417.41,3875.87,61087
2016-06-06,700077.00,0.00,1633.58,3211.54,63174
2016-06-07,400065.00,0.00,1624.07,2196.03,67276
2016-06-08,50006.00,0.00,1466.79,1401.84,64898
2016-06-09,50000.00,0.00,1488.86,1436.05,68855
2016-06-10,164885.00,0.00,1457.48,1593.21,74648
2016-06-11,73389.00,0.00,1268.04,1149.74,73151
2016-06-12,222222.00,0.00,1488.14,1802.94,62139
2016-06-13,900579.00,0.00,1485.67,3856.00,63793
2016-06-14,900092.00,0.00,1449.24,3810.70,65645
2016-06-15,600292.00,0.00,1582.05,3399.39,66624
2016-06-16,80000.00,0.00,1425.22,1431.23,65514
2016-06-17,155585.00,0.00,1404.31,1459.18,72311
2016-06-18,279304.00,0.00,1263.06,1567.82,64356
2016-06-19,77777.00,0.00,1525.93,1429.94,55769
2016-06-20,130009.00,0.00,1539.37,1640.55,63820
2016-06-21,81236.00,0.00,1461.64,1475.64,64234
2016-06-22,916604.00,0.00,1489.94,3781.17,68733
2016-06-23,100008.00,0.00,1565.22,1646.97,66360
2016-06-24,816240.00,0.00,1430.34,3450.89,66961
2016-06-25,167238.00,0.00,1238.29,1348.84,64133
2016-06-26,77321.00,0.00,1508.42,1428.66,52719
2016-06-27,300050.00,0.00,1536.17,2058.75,52444
2016-06-28,169840.00,0.00,1400.74,1683.52,53290
2016-06-29,607423.00,0.00,1445.17,2940.55,56931
2016-06-30,52523.00,0.00,1457.14,1427.86,61186
2016-07-01,666666.00,0.00,1338.91,3105.20,56654
2016-07-02,41700.00,0.00,1237.89,1156.31,48607
2016-07-03,22250.00,0.00,1184.41,1038.53,44308
2016-07-04,99999.00,0.00,1396.05,1484.68,38124
2016-07-05,105900.00,0.00,1446.70,1537.11,44880
2016-07-06,30000.00,0.00,1305.89,1240.86,52708
2016-07-07,800312.00,0.00,1341.80,3653.35,56130
2016-07-08,90000.00,0.00,1274.04,1250.37,61871
2016-07-09,900054.00,0.00,1247.34,3994.04,55898
2016-07-10,66666.00,0.00,1461.67,1434.09,46525
2016-07-11,49078.00,0.00,1497.33,1482.40,55261
2016-07-12,133003.00,0.00,1390.45,1560.34,58241
2016-07-13,100130.00,0.00,1400.18,1488.47,64883
2016-07-14,231193.00,0.00,1513.06,1837.50,67135
2016-07-15,30825.00,0.00,1412.20,1316.48,72657
2016-07-16,989012.00,0.00,1331.72,4057.22,65480
2016-07-17,77550.00,0.00,1503.30,1441.49,50572
2016-07-18,65961.00,0.00,1526.76,1512.81,54943
2016-07-19,91750.00,0.00,1509.27,1508.00,58804
2016-07-20,90013.00,0.00,1494.13,1531.21,59889
2016-07-21,55554.00,0.00,1383.78,1376.18,63874
2016-07-22,99999.00,0.00,1447.49,1464.23,63901
2016-07-23,37775.00,0.00,1210.86,1085.32,59721
2016-07-24,980045.00,0.00,1515.93,4738.82,47166
2016-07-25,100477.00,0.00,1581.83,1675.31,50267
2016-07-26,92316.00,0.00,1436.59,1523.88,52979
2016-07-27,99999.00,0.00,1465.23,1467.29,59714
2016-07-28,99999.00,0.00,1502.55,1603.20,62491
2016-07-29,100065.00,0.00,1431.15,1485.41,66460
2016-07-30,89898.00,0.00,1302.84,1288.17,56318
2016-07-31,66666.00,0.00,1438.78,1364.21,49950
2016-08-01,99999.00,0.00,1515.13,1540.35,50941
2016-08-02,593940.00,0.00,1385.17,3014.16,48415
2016-08-03,100005.00,0.00,1388.41,1585.74,52810
2016-08-04,240016.00,0.00,1393.37,1770.09,55012
2016-08-05,60800.00,0.00,1324.63,1340.65,53604
2016-08-06,78945.00,0.00,1222.37,1152.80,47340
2016-08-07,54525.00,0.00,1468.94,1421.51,39587
2016-08-08,55554.00,0.00,1468.78,1440.09,42906
2016-08-09,900345.00,0.00,1409.16,4309.75,50114
2016-08-10,50200.00,0.00,1394.42,1369.55,53409
2016-08-11,100000.00,0.00,1391.07,1492.46,59240
2016-08-12,290023.00,0.00,1326.03,1731.56,63036
2016-08-13,99999.00,0.00,1251.30,1199.82,50965
2016-08-14,96366.00,0.00,1463.98,1533.19,42599
2016-08-15,52133.00,0.00,1427.24,1410.24,48128
2016-08-16,600055.00,0.00,1384.26,3028.97,48795
2016-08-17,28000.00,0.00,1405.54,1324.30,53112
2016-08-18,800520.00,0.00,1394.55,3971.18,56261
2016-08-19,160012.00,0.00,1342.07,1532.44,55338
2016-08-20,94725.00,0.00,1251.73,1319.35,49283
2016-08-21,95000.00,0.00,1498.69,1652.79,43551
2016-08-22,780039.00,0.00,1528.50,4081.69,42437
2016-08-23,58565.00,0.00,1387.45,1450.77,46179
2016-08-24,87625.00,0.00,1342.64,1400.48,48449
2016-08-25,800060.00,0.00,1478.08,7811.53,49681
2016-08-26,170013.00,0.00,1334.36,1453.70,52116
2016-08-27,88800.00,0.00,1218.88,1192.62,48214
2016-08-28,920044.00,0.00,1483.85,5642.19,38597
2016-08-29,900100.00,0.00,1486.04,4816.44,42558
2016-08-30,748421.00,0.00,1391.20,4873.23,46183
2016-08-31,431988.00,0.00,1372.23,2771.00,46009
2016-09-01,80007.00,0.00,1366.93,1395.54,48751
2016-09-02,49000.00,0.00,1321.65,1272.52,47318
2016-09-03,241642.00,0.00,1222.23,1885.53,41080
2016-09-04,61050.00,0.00,1224.51,1155.04,38563
2016-09-05,22450.00,0.00,1597.99,1472.57,25873
2016-09-06,65123.00,0.00,1453.50,1439.60,41479
2016-09-07,600425.00,0.00,1359.24,3172.10,47021
2016-09-08,95561.00,0.00,1376.14,1493.58,50712
2016-09-09,700036.00,0.00,1374.44,3989.72,51470
2016-09-10,949061.00,0.00,1270.76,4840.32,40683
2016-09-11,21400.00,0.00,1563.24,1428.01,22720
2016-09-12,120002.00,0.00,1535.16,1606.46,25760
2016-09-13,37890.00,0.00,1417.88,1368.40,29914
2016-09-14,24850.00,0.00,1441.57,1367.18,32472
2016-09-15,25563.00,0.00,1469.58,1352.90,34481
2016-09-16,31375.00,0.00,1404.14,1305.57,36483
2016-09-17,20075.00,0.00,1291.96,1141.47,29589
2016-09-18,200362.00,0.00,1626.70,1895.02,40150
2016-09-19,60005.00,0.00,1533.29,1478.13,50196
2016-09-20,172800.00,0.00,1446.08,1752.81,50202
2016-09-21,60000.00,0.00,1459.66,1431.04,54438
2016-09-22,950045.00,0.00,1498.20,4261.93,55927
2016-09-23,78979.00,0.00,1409.55,1375.68,57882
2016-09-24,700105.00,0.00,1288.85,3498.66,48614
2016-09-25,240014.00,0.00,1625.89,2010.62,40735
2016-09-26,490025.00,0.00,1567.38,2833.54,43610
2016-09-27,84757.00,0.00,1400.75,1438.57,46069
2016-09-28,950045.00,0.00,1438.21,4272.18,55647
2016-09-29,97070.00,0.00,1439.87,1509.55,53729
2016-09-30,920046.00,0.00,1389.72,4200.09,53264
2016-10-01,25522.00,0.00,1247.42,1139.80,42210
2016-10-02,55552.00,0.00,1498.21,1415.50,34544
2016-10-03,603101.00,0.00,1565.34,3584.87,37099
2016-10-04,800085.00,0.00,1491.71,6050.56,44489
2016-10-05,55600.00,0.00,1426.30,1406.50,49463
2016-10-06,55554.00,0.00,1453.00,1418.34,55962
2016-10-07,100132.00,0.00,1464.33,1469.74,56430
2016-10-08,88802.00,0.00,1274.86,1236.28,47219
2016-10-09,25250.00,0.00,1450.96,1374.86,38955
2016-10-10,100195.00,0.00,1568.55,1625.02,35985
2016-10-11,53100.00,0.00,1406.57,1388.88,42004
2016-10-12,800087.00,0.00,1397.18,3877.83,49182
2016-10-13,800067.00,0.00,1488.14,3725.78,53901
2016-10-14,300117.00,0.00,1405.46,1916.92,60597
2016-10-15,87000.00,0.00,1244.52,1166.40,50873
2016-10-16,400442.00,0.00,1480.61,2347.83,47901
2016-10-17,775150.00,0.00,1579.71,4552.85,49105
2016-10-18,22000.00,0.00,1492.09,1434.38,49388
2016-10-19,74125.00,0.00,1458.60,1553.66,50265
2016-10-20,265826.00,0.00,1453.75,2069.97,54706
2016-10-21,99999.00,0.00,1420.53,1454.74,58235
2016-10-22,501421.00,0.00,1279.29,2633.48,48807
2016-10-23,63175.00,0.00,1532.72,1487.15,42188
2016-10-24,27275.00,0.00,1494.17,1437.68,45324
2016-10-25,57385.00,0.00,1455.98,1461.35,51004
2016-10-26,77466.00,0.00,1408.67,1388.00,56761
2016-10-27,251111.00,0.00,1464.74,1784.50,54525
2016-10-28,800095.00,0.00,1502.98,5010.01,57340
2016-10-29,900227.00,0.00,1314.67,4145.96,51091
2016-10-30,251032.00,0.00,1454.94,1946.90,43732
2016-10-31,41053.00,0.00,1439.61,1402.60,41413
2016-11-01,99999.00,0.00,1448.28,1624.56,42536
2016-11-02,100147.00,0.00,1369.70,1399.70,51702
2016-11-03,80085.00,0.00,1451.48,1408.97,61295
2016-11-04,920045.00,0.00,1526.86,4128.00,56833
2016-11-05,130013.00,0.00,1319.08,1372.87,51377
2016-11-06,99699.00,0.00,1573.74,1546.31,42145
2016-11-07,60000.00,0.00,1467.96,1420.24,47160
2016-11-08,88448.00,0.00,1398.62,1418.50,48594
2016-11-09,102511.00,0.00,1532.43,1651.10,50931
2016-11-10,666666.00,0.00,1471.75,3792.47,51010
2016-11-11,513525.00,0.00,1397.34,2740.52,50185
2016-11-12,99999.00,0.00,1225.49,1255.09,40042
2016-11-13,99999.00,0.00,1566.62,1699.07,33185
2016-11-14,927662.00,0.00,1595.19,4947.39,38782
2016-11-15,600330.00,0.00,1485.03,3254.02,44305
2016-11-16,700845.00,0.00,1513.19,3467.47,49679
2016-11-17,501511.00,0.00,1417.25,2626.81,50884
2016-11-18,163275.00,0.00,1312.20,1581.46,56426
2016-11-19,200015.00,0.00,1215.71,1647.14,40723
2016-11-20,74108.00,0.00,1384.10,1436.38,30286
2016-11-21,136280.00,0.00,1213.94,1391.16,35319
2016-11-22,423451.00,0.00,1230.60,2710.30,36454
2016-11-23,400175.00,0.00,1244.55,2674.08,32558
2016-11-24,71829.00,0.00,1329.42,1536.55,16165
2016-11-25,185012.00,0.00,1268.54,1681.81,24905
2016-11-26,21250.00,0.00,1414.17,1324.71,33105
2016-11-27,113204.00,0.00,1570.74,1720.44,32688
2016-11-28,90000.00,0.00,1369.61,1597.48,48568
2016-11-29,330204.00,0.00,1327.44,2260.95,47039
2016-11-30,290929.00,0.00,1368.09,1841.84,50928
2016-12-01,63239.00,0.00,1396.70,1402.60,55332
2016-12-02,350013.00,0.00,1282.08,1993.01,55954
2016-12-03,902631.00,0.00,1163.05,4440.47,44628
2016-12-04,38625.00,0.00,1324.33,1354.31,35653
2016-12-05,100725.00,0.00,1447.53,1635.55,41649
2016-12-06,600157.00,0.00,1317.64,3531.40,44843
2016-12-07,99999.00,0.00,1277.53,1325.28,49701
2016-12-08,91239.00,0.00,1288.28,1405.85,56816
2016-12-09,132875.00,0.00,1233.69,1335.15,58616
2016-12-10,501114.00,0.00,1140.61,2608.12,44342
